tool,check_id,check_title,status,severity,service,resource_name,resource_id,region,description,remediation,compliance,timestamp,account_id
,sqlserver_vulnerability_assessment_enabled,SQL server has vulnerability assessment enabled with storage container configured,fail,medium,sqlserver,ref3tier-dev-sql-7mog1c,/subscriptions/843e85de-3f5f-4614-967a-9f39f1fe9ba7/resourceGroups/ref3tier-dev-rg/providers/Microsoft.Sql/servers/ref3tier-dev-sql-7mog1c,centralindia,SQL Server ref3tier-dev-sql-7mog1c from subscription Azure subscription 1 (843e85de-3f5f-4614-967a-9f39f1fe9ba7) has vulnerability assessment disabled.,"Enable and standardize **Vulnerability Assessment** across SQL servers and databases, retaining scan results in a secure repository. Run scans routinely, review findings, set `baselines`, and remediate promptly. Apply **least privilege** to report access and integrate results into change management for **defense in depth**.","CIS-2.0: 4.2.2 | ENS-RD2022: op.mon.3.r3.az.de.3 | HIPAA: 164_308_a_8 | NIS2: 5.1.4.f, 6.6.1.a | RBI-Cyber-Security-Framework: annex_i_12 | SecNumCloud-3.2: 12.11, 14.6, 18.4",2026-06-27 09:46:44.662891,843e85de-3f5f-4614-967a-9f39f1fe9ba7
,storage_account_key_access_disabled,Storage account has shared key access disabled,fail,high,storage,ref3tierst7mog1c,/subscriptions/843e85de-3f5f-4614-967a-9f39f1fe9ba7/resourceGroups/ref3tier-dev-rg/providers/Microsoft.Storage/storageAccounts/ref3tierst7mog1c,centralindia,Storage account ref3tierst7mog1c from subscription Azure subscription 1 (843e85de-3f5f-4614-967a-9f39f1fe9ba7) has shared key access enabled.,"Disallow **Shared Key** and require **Microsoft Entra ID** with least-privilege RBAC for all data access.
- Prefer user delegation SAS over account/service SAS
- Apply Conditional Access and separation of duties
- Monitor and phase out key-based clients; rotate and revoke unused keys","C5-2025: PS-03.02B, IAM-10.01B, IAM-10.02B | CCC-v2025.10: CCC.Core.CN05.AR04, CCC.ObjStor.CN02.AR01, CCC.ObjStor.CN02.AR02 | CIS-4.0: 10.3.1.3 | CIS-5.0: 9.3.1.3",2026-06-27 09:46:44.662891,843e85de-3f5f-4614-967a-9f39f1fe9ba7
,storage_account_key_access_disabled,Storage account has shared key access disabled,fail,high,storage,tfstatevignesh001,/subscriptions/843e85de-3f5f-4614-967a-9f39f1fe9ba7/resourceGroups/tfstate-rg/providers/Microsoft.Storage/storageAccounts/tfstatevignesh001,centralindia,Storage account tfstatevignesh001 from subscription Azure subscription 1 (843e85de-3f5f-4614-967a-9f39f1fe9ba7) has shared key access enabled.,"Disallow **Shared Key** and require **Microsoft Entra ID** with least-privilege RBAC for all data access.
- Prefer user delegation SAS over account/service SAS
- Apply Conditional Access and separation of duties
- Monitor and phase out key-based clients; rotate and revoke unused keys","C5-2025: PS-03.02B, IAM-10.01B, IAM-10.02B | CCC-v2025.10: CCC.Core.CN05.AR04, CCC.ObjStor.CN02.AR01, CCC.ObjStor.CN02.AR02 | CIS-4.0: 10.3.1.3 | CIS-5.0: 9.3.1.3",2026-06-27 09:46:44.662891,843e85de-3f5f-4614-967a-9f39f1fe9ba7
,storage_account_public_network_access_disabled,Storage account has 'Public Network Access' disabled,fail,high,storage,ref3tierst7mog1c,/subscriptions/843e85de-3f5f-4614-967a-9f39f1fe9ba7/resourceGroups/ref3tier-dev-rg/providers/Microsoft.Storage/storageAccounts/ref3tierst7mog1c,centralindia,Storage account ref3tierst7mog1c from subscription Azure subscription 1 (843e85de-3f5f-4614-967a-9f39f1fe9ba7) has public network access enabled.,"Disable **public network access** on the storage account and reach it through **private endpoints** or trusted Azure services only. Combine this with **least privilege** RBAC, short-lived `SAS` tokens, and network restrictions. Validate client connectivity before disabling public access in production.",CIS-2.1: 3.7 | CIS-3.0: 4.6 | CIS-4.0: 10.3.2.2 | CIS-5.0: 9.3.2.2 | ProwlerThreatScore-1.0: 2.2.6,2026-06-27 09:46:44.662891,843e85de-3f5f-4614-967a-9f39f1fe9ba7
,storage_account_public_network_access_disabled,Storage account has 'Public Network Access' disabled,fail,high,storage,tfstatevignesh001,/subscriptions/843e85de-3f5f-4614-967a-9f39f1fe9ba7/resourceGroups/tfstate-rg/providers/Microsoft.Storage/storageAccounts/tfstatevignesh001,centralindia,Storage account tfstatevignesh001 from subscription Azure subscription 1 (843e85de-3f5f-4614-967a-9f39f1fe9ba7) has public network access enabled.,"Disable **public network access** on the storage account and reach it through **private endpoints** or trusted Azure services only. Combine this with **least privilege** RBAC, short-lived `SAS` tokens, and network restrictions. Validate client connectivity before disabling public access in production.",CIS-2.1: 3.7 | CIS-3.0: 4.6 | CIS-4.0: 10.3.2.2 | CIS-5.0: 9.3.2.2 | ProwlerThreatScore-1.0: 2.2.6,2026-06-27 09:46:44.662891,843e85de-3f5f-4614-967a-9f39f1fe9ba7
,storage_blob_public_access_level_is_disabled,Storage account has 'Allow Blob Anonymous Access' disabled,fail,high,storage,ref3tierst7mog1c,/subscriptions/843e85de-3f5f-4614-967a-9f39f1fe9ba7/resourceGroups/ref3tier-dev-rg/providers/Microsoft.Storage/storageAccounts/ref3tierst7mog1c,centralindia,Storage account ref3tierst7mog1c from subscription Azure subscription 1 (843e85de-3f5f-4614-967a-9f39f1fe9ba7) has allow blob public access enabled.,"Disable **blob public access** at the account and enforce authenticated access based on **least privilege**. Prefer **private endpoints** or restricted networks, use short-lived `SAS` or federated identities, and apply **RBAC** with container-level permissions. Monitor access and review exposure regularly.","C5-2025: PS-03.02B, OPS-32.01B, IAM-10.01B, IAM-10.02B | CCC-v2025.10: CCC.AuditLog.CN10.AR01, CCC.AuditLog.CN10.AR02, CCC.Logging.CN05.AR01, CCC.Logging.CN05.AR02 | CIS-2.0: 3.7 | CIS-4.0: 10.3.9 | CIS-5.0: 9.3.8 | ENS-RD2022: op.mon.3.r5.az.1 | HIPAA: 164_308_a_1_ii_b, 164_308_a_3_i, 164_312_a_1 | ISO27001-2022: A.8.1 | MITRE-ATTACK: T1530 | NIS2: 12.2.2.a | PCI-4.0: 1.2.8.30, 1.2.8.31, 1.2.8.32, 1.2.8.33, 1.2.8.34, 1.2.8.35, 1.3.1.34, 1.3.1.35, 1.3.1.36, 1.3.1.37, 1.3.1.38, 1.3.1.39, 1.3.2.34, 1.3.2.35, 1.3.2.36, 1.3.2.37, 1.3.2.38, 1.3.2.39, 1.4.2.32, 1.4.2.33, 1.4.2.34, 1.4.2.35, 1.4.2.36, 1.4.2.37, 1.5.1.30, 1.5.1.31, 1.5.1.32, 1.5.1.33, 1.5.1.34, 1.5.1.35, 10.3.2.18, 10.3.2.19, 10.3.2.20, 10.3.2.21, 10.3.2.23, 10.3.2.24, 10.3.3.23, 10.3.4.8, 10.6.3.33, 3.5.1.3.23, 3.5.1.3.24, 3.5.1.3.25, 3.5.1.3.26, 3.5.1.3.28, 3.5.1.3.29, 7.2.1.25, 7.2.2.25, 7.2.5.19, 7.2.6.4, 7.3.1.19, 7.3.2.19, 7.3.3.19, 8.2.7.19, 8.2.8.21, 8.3.4.19, A1.1.2.14, A1.1.2.15, A1.1.2.16, A1.1.2.17, A1.1.2.19, A1.1.2.20, A1.1.3.30, A1.1.3.31, A1.1.3.32, A1.1.3.33, A1.1.3.34, A1.1.3.35, A1.2.1.31, A3.4.1.16, A3.4.1.17, A3.4.1.18, A3.4.1.19, A3.4.1.21, A3.4.1.22 | RBI-Cyber-Security-Framework: annex_i_1_3 | SecNumCloud-3.2: 9.7 | SOC2: cc_6_1",2026-06-27 09:46:44.662891,843e85de-3f5f-4614-967a-9f39f1fe9ba7
,storage_blob_public_access_level_is_disabled,Storage account has 'Allow Blob Anonymous Access' disabled,pass,high,storage,tfstatevignesh001,/subscriptions/843e85de-3f5f-4614-967a-9f39f1fe9ba7/resourceGroups/tfstate-rg/providers/Microsoft.Storage/storageAccounts/tfstatevignesh001,centralindia,Storage account tfstatevignesh001 from subscription Azure subscription 1 (843e85de-3f5f-4614-967a-9f39f1fe9ba7) has allow blob public access disabled.,"Disable **blob public access** at the account and enforce authenticated access based on **least privilege**. Prefer **private endpoints** or restricted networks, use short-lived `SAS` or federated identities, and apply **RBAC** with container-level permissions. Monitor access and review exposure regularly.","C5-2025: PS-03.02B, OPS-32.01B, IAM-10.01B, IAM-10.02B | CCC-v2025.10: CCC.AuditLog.CN10.AR01, CCC.AuditLog.CN10.AR02, CCC.Logging.CN05.AR01, CCC.Logging.CN05.AR02 | CIS-2.0: 3.7 | CIS-4.0: 10.3.9 | CIS-5.0: 9.3.8 | ENS-RD2022: op.mon.3.r5.az.1 | HIPAA: 164_308_a_1_ii_b, 164_308_a_3_i, 164_312_a_1 | ISO27001-2022: A.8.1 | MITRE-ATTACK: T1530 | NIS2: 12.2.2.a | PCI-4.0: 1.2.8.30, 1.2.8.31, 1.2.8.32, 1.2.8.33, 1.2.8.34, 1.2.8.35, 1.3.1.34, 1.3.1.35, 1.3.1.36, 1.3.1.37, 1.3.1.38, 1.3.1.39, 1.3.2.34, 1.3.2.35, 1.3.2.36, 1.3.2.37, 1.3.2.38, 1.3.2.39, 1.4.2.32, 1.4.2.33, 1.4.2.34, 1.4.2.35, 1.4.2.36, 1.4.2.37, 1.5.1.30, 1.5.1.31, 1.5.1.32, 1.5.1.33, 1.5.1.34, 1.5.1.35, 10.3.2.18, 10.3.2.19, 10.3.2.20, 10.3.2.21, 10.3.2.23, 10.3.2.24, 10.3.3.23, 10.3.4.8, 10.6.3.33, 3.5.1.3.23, 3.5.1.3.24, 3.5.1.3.25, 3.5.1.3.26, 3.5.1.3.28, 3.5.1.3.29, 7.2.1.25, 7.2.2.25, 7.2.5.19, 7.2.6.4, 7.3.1.19, 7.3.2.19, 7.3.3.19, 8.2.7.19, 8.2.8.21, 8.3.4.19, A1.1.2.14, A1.1.2.15, A1.1.2.16, A1.1.2.17, A1.1.2.19, A1.1.2.20, A1.1.3.30, A1.1.3.31, A1.1.3.32, A1.1.3.33, A1.1.3.34, A1.1.3.35, A1.2.1.31, A3.4.1.16, A3.4.1.17, A3.4.1.18, A3.4.1.19, A3.4.1.21, A3.4.1.22 | RBI-Cyber-Security-Framework: annex_i_1_3 | SecNumCloud-3.2: 9.7 | SOC2: cc_6_1",2026-06-27 09:46:44.662891,843e85de-3f5f-4614-967a-9f39f1fe9ba7
,storage_blob_versioning_is_enabled,Storage account has blob versioning enabled,pass,medium,storage,ref3tierst7mog1c,/subscriptions/843e85de-3f5f-4614-967a-9f39f1fe9ba7/resourceGroups/ref3tier-dev-rg/providers/Microsoft.Storage/storageAccounts/ref3tierst7mog1c,centralindia,Storage account ref3tierst7mog1c from subscription Azure subscription 1 (843e85de-3f5f-4614-967a-9f39f1fe9ba7) has blob versioning enabled.,"Enable **blob versioning** for accounts holding critical data. Pair with **blob soft delete** and lifecycle rules to retain and age off versions. Enforce **least privilege** on write and version-delete actions, and monitor access. *For high-churn data*, isolate into separate accounts with tailored retention to balance security and cost.","C5-2025: AM-09.01B, OPS-09.02B, OPS-33.02B | CCC-v2025.10: CCC.ObjStor.CN03.AR01, CCC.ObjStor.CN05.AR01, CCC.ObjStor.CN05.AR02, CCC.ObjStor.CN05.AR03, CCC.ObjStor.CN05.AR04 | CIS-4.0: 10.2.2 | CIS-5.0: 9.2.3 | HIPAA: 164_308_a_7_i, 164_308_a_7_ii_a, 164_308_a_7_ii_b, 164_308_a_7_ii_c, 164_312_a_2_ii, 164_312_c_1, 164_312_c_2, 164_312_e_2_i | RBI-Cyber-Security-Framework: annex_i_12 | SecNumCloud-3.2: 12.5, 17.6",2026-06-27 09:46:44.662891,843e85de-3f5f-4614-967a-9f39f1fe9ba7
,storage_blob_versioning_is_enabled,Storage account has blob versioning enabled,fail,medium,storage,tfstatevignesh001,/subscriptions/843e85de-3f5f-4614-967a-9f39f1fe9ba7/resourceGroups/tfstate-rg/providers/Microsoft.Storage/storageAccounts/tfstatevignesh001,centralindia,Storage account tfstatevignesh001 from subscription Azure subscription 1 (843e85de-3f5f-4614-967a-9f39f1fe9ba7) does not have blob versioning enabled.,"Enable **blob versioning** for accounts holding critical data. Pair with **blob soft delete** and lifecycle rules to retain and age off versions. Enforce **least privilege** on write and version-delete actions, and monitor access. *For high-churn data*, isolate into separate accounts with tailored retention to balance security and cost.","C5-2025: AM-09.01B, OPS-09.02B, OPS-33.02B | CCC-v2025.10: CCC.ObjStor.CN03.AR01, CCC.ObjStor.CN05.AR01, CCC.ObjStor.CN05.AR02, CCC.ObjStor.CN05.AR03, CCC.ObjStor.CN05.AR04 | CIS-4.0: 10.2.2 | CIS-5.0: 9.2.3 | HIPAA: 164_308_a_7_i, 164_308_a_7_ii_a, 164_308_a_7_ii_b, 164_308_a_7_ii_c, 164_312_a_2_ii, 164_312_c_1, 164_312_c_2, 164_312_e_2_i | RBI-Cyber-Security-Framework: annex_i_12 | SecNumCloud-3.2: 12.5, 17.6",2026-06-27 09:46:44.662891,843e85de-3f5f-4614-967a-9f39f1fe9ba7
,storage_cross_tenant_replication_disabled,Storage account has cross-tenant replication disabled,fail,high,storage,ref3tierst7mog1c,/subscriptions/843e85de-3f5f-4614-967a-9f39f1fe9ba7/resourceGroups/ref3tier-dev-rg/providers/Microsoft.Storage/storageAccounts/ref3tierst7mog1c,centralindia,Storage account ref3tierst7mog1c from subscription Azure subscription 1 (843e85de-3f5f-4614-967a-9f39f1fe9ba7) has cross-tenant replication enabled.,"Enforce `AllowCrossTenantReplication=false` and keep replication within the same tenant. Apply **least privilege** and **separation of duties** for replication management, backed by **policy-based governance** to prevent drift. *If cross-tenant transfer is required*, use formal data-sharing controls, monitoring, and time-bound approvals.","CCC-v2025.10: CCC.Core.CN10.AR01, CCC.Core.CN05.AR03 | CIS-4.0: 10.3.8 | CIS-5.0: 9.3.7",2026-06-27 09:46:44.662891,843e85de-3f5f-4614-967a-9f39f1fe9ba7
,storage_cross_tenant_replication_disabled,Storage account has cross-tenant replication disabled,pass,high,storage,tfstatevignesh001,/subscriptions/843e85de-3f5f-4614-967a-9f39f1fe9ba7/resourceGroups/tfstate-rg/providers/Microsoft.Storage/storageAccounts/tfstatevignesh001,centralindia,Storage account tfstatevignesh001 from subscription Azure subscription 1 (843e85de-3f5f-4614-967a-9f39f1fe9ba7) has cross-tenant replication disabled.,"Enforce `AllowCrossTenantReplication=false` and keep replication within the same tenant. Apply **least privilege** and **separation of duties** for replication management, backed by **policy-based governance** to prevent drift. *If cross-tenant transfer is required*, use formal data-sharing controls, monitoring, and time-bound approvals.","CCC-v2025.10: CCC.Core.CN10.AR01, CCC.Core.CN05.AR03 | CIS-4.0: 10.3.8 | CIS-5.0: 9.3.7",2026-06-27 09:46:44.662891,843e85de-3f5f-4614-967a-9f39f1fe9ba7
,storage_default_network_access_rule_is_denied,Storage account default network access rule is set to Deny,fail,high,storage,ref3tierst7mog1c,/subscriptions/843e85de-3f5f-4614-967a-9f39f1fe9ba7/resourceGroups/ref3tier-dev-rg/providers/Microsoft.Storage/storageAccounts/ref3tierst7mog1c,centralindia,Storage account ref3tierst7mog1c from subscription Azure subscription 1 (843e85de-3f5f-4614-967a-9f39f1fe9ba7) has network access rule set to Allow.,"Set the default network access to `Deny` and permit only required sources: selected VNets, specific IP ranges, or preferably **private endpoints**. Apply **least privilege**, minimize service bypass, and use short-lived, scoped SAS to limit blast radius if credentials leak.","C5-2025: PS-03.02B, IAM-10.01B, IAM-10.02B | CCC-v2025.10: CCC.Core.CN05.AR04, CCC.AuditLog.CN10.AR02 | CIS-2.0: 3.8 | CIS-2.1: 3.8 | CIS-3.0: 4.7 | CIS-4.0: 2.2.1.2, 10.3.2.3 | CIS-5.0: 9.3.2.3 | ENS-RD2022: op.exp.8.r4.az.sa.2 | HIPAA: 164_308_a_1_ii_b, 164_308_a_3_i, 164_308_a_4_ii_a, 164_312_a_1 | NIS2: 1.2.1, 2.3.1, 6.7.2.b, 11.1.1, 11.2.1, 12.2.2.a | ProwlerThreatScore-1.0: 2.2.7 | RBI-Cyber-Security-Framework: annex_i_1_3, annex_i_5_1 | SecNumCloud-3.2: 9.7, 13.2",2026-06-27 09:46:44.662891,843e85de-3f5f-4614-967a-9f39f1fe9ba7
,storage_default_network_access_rule_is_denied,Storage account default network access rule is set to Deny,fail,high,storage,tfstatevignesh001,/subscriptions/843e85de-3f5f-4614-967a-9f39f1fe9ba7/resourceGroups/tfstate-rg/providers/Microsoft.Storage/storageAccounts/tfstatevignesh001,centralindia,Storage account tfstatevignesh001 from subscription Azure subscription 1 (843e85de-3f5f-4614-967a-9f39f1fe9ba7) has network access rule set to Allow.,"Set the default network access to `Deny` and permit only required sources: selected VNets, specific IP ranges, or preferably **private endpoints**. Apply **least privilege**, minimize service bypass, and use short-lived, scoped SAS to limit blast radius if credentials leak.","C5-2025: PS-03.02B, IAM-10.01B, IAM-10.02B | CCC-v2025.10: CCC.Core.CN05.AR04, CCC.AuditLog.CN10.AR02 | CIS-2.0: 3.8 | CIS-2.1: 3.8 | CIS-3.0: 4.7 | CIS-4.0: 2.2.1.2, 10.3.2.3 | CIS-5.0: 9.3.2.3 | ENS-RD2022: op.exp.8.r4.az.sa.2 | HIPAA: 164_308_a_1_ii_b, 164_308_a_3_i, 164_308_a_4_ii_a, 164_312_a_1 | NIS2: 1.2.1, 2.3.1, 6.7.2.b, 11.1.1, 11.2.1, 12.2.2.a | ProwlerThreatScore-1.0: 2.2.7 | RBI-Cyber-Security-Framework: annex_i_1_3, annex_i_5_1 | SecNumCloud-3.2: 9.7, 13.2",2026-06-27 09:46:44.662891,843e85de-3f5f-4614-967a-9f39f1fe9ba7
,storage_default_to_entra_authorization_enabled,Storage account uses Microsoft Entra authorization by default,fail,medium,storage,ref3tierst7mog1c,/subscriptions/843e85de-3f5f-4614-967a-9f39f1fe9ba7/resourceGroups/ref3tier-dev-rg/providers/Microsoft.Storage/storageAccounts/ref3tierst7mog1c,centralindia,Default to Microsoft Entra authorization is not enabled for storage account ref3tierst7mog1c from subscription Azure subscription 1 (843e85de-3f5f-4614-967a-9f39f1fe9ba7).,"Enable this setting so the portal uses **Microsoft Entra ID** by default. Apply **least privilege** with Azure RBAC, prefer **managed identities** and user-delegation SAS, and *where feasible* disable Shared Key use. Rotate any existing keys, and monitor access with logs to enforce **defense in depth**.","C5-2025: IAM-03.01AC | CCC-v2025.10: CCC.Core.CN05.AR03, CCC.Core.CN05.AR04, CCC.ObjStor.CN02.AR01, CCC.ObjStor.CN02.AR02 | CIS-4.0: 10.3.3.1 | CIS-5.0: 9.3.3.1 | HIPAA: 164_312_a_2_i",2026-06-27 09:46:44.662891,843e85de-3f5f-4614-967a-9f39f1fe9ba7
,storage_default_to_entra_authorization_enabled,Storage account uses Microsoft Entra authorization by default,fail,medium,storage,tfstatevignesh001,/subscriptions/843e85de-3f5f-4614-967a-9f39f1fe9ba7/resourceGroups/tfstate-rg/providers/Microsoft.Storage/storageAccounts/tfstatevignesh001,centralindia,Default to Microsoft Entra authorization is not enabled for storage account tfstatevignesh001 from subscription Azure subscription 1 (843e85de-3f5f-4614-967a-9f39f1fe9ba7).,"Enable this setting so the portal uses **Microsoft Entra ID** by default. Apply **least privilege** with Azure RBAC, prefer **managed identities** and user-delegation SAS, and *where feasible* disable Shared Key use. Rotate any existing keys, and monitor access with logs to enforce **defense in depth**.","C5-2025: IAM-03.01AC | CCC-v2025.10: CCC.Core.CN05.AR03, CCC.Core.CN05.AR04, CCC.ObjStor.CN02.AR01, CCC.ObjStor.CN02.AR02 | CIS-4.0: 10.3.3.1 | CIS-5.0: 9.3.3.1 | HIPAA: 164_312_a_2_i",2026-06-27 09:46:44.662891,843e85de-3f5f-4614-967a-9f39f1fe9ba7
,storage_ensure_azure_services_are_trusted_to_access_is_enabled,Storage account has 'Allow trusted Microsoft services to access this storage account' enabled,pass,medium,storage,ref3tierst7mog1c,/subscriptions/843e85de-3f5f-4614-967a-9f39f1fe9ba7/resourceGroups/ref3tier-dev-rg/providers/Microsoft.Storage/storageAccounts/ref3tierst7mog1c,centralindia,Storage account ref3tierst7mog1c from subscription Azure subscription 1 (843e85de-3f5f-4614-967a-9f39f1fe9ba7) allows trusted Microsoft services to access this storage account.,"Enable the **trusted services** exception (`AzureServices`) for storage accounts used by platform services.
- Enforce **least privilege** with RBAC and managed identities
- Keep networks restricted; prefer **private endpoints**
- Monitor access and review exceptions regularly","C5-2025: PS-03.02B, OPS-16.01B, IAM-10.01B, IAM-10.02B | CIS-2.0: 3.9 | CIS-2.1: 3.9 | CIS-3.0: 4.8 | CIS-4.0: 10.3.5 | CIS-5.0: 9.3.5 | ENS-RD2022: mp.info.6.r2.az.sa.1 | ISO27001-2022: A.8.3 | MITRE-ATTACK: T1530 | NIS2: 12.2.2.a | PCI-4.0: 10.6.3.35, 11.5.2.5, 11.6.1.5, 12.10.5.5, 7.2.1.27, 7.2.2.27, 7.2.5.21, 7.2.6.5, 7.3.1.21, 7.3.2.21, 7.3.3.21, 8.2.7.21, 8.2.8.23, 8.3.4.21, A3.3.1.8, A3.5.1.8 | ProwlerThreatScore-1.0: 2.2.8",2026-06-27 09:46:44.662891,843e85de-3f5f-4614-967a-9f39f1fe9ba7
,storage_ensure_azure_services_are_trusted_to_access_is_enabled,Storage account has 'Allow trusted Microsoft services to access this storage account' enabled,pass,medium,storage,tfstatevignesh001,/subscriptions/843e85de-3f5f-4614-967a-9f39f1fe9ba7/resourceGroups/tfstate-rg/providers/Microsoft.Storage/storageAccounts/tfstatevignesh001,centralindia,Storage account tfstatevignesh001 from subscription Azure subscription 1 (843e85de-3f5f-4614-967a-9f39f1fe9ba7) allows trusted Microsoft services to access this storage account.,"Enable the **trusted services** exception (`AzureServices`) for storage accounts used by platform services.
- Enforce **least privilege** with RBAC and managed identities
- Keep networks restricted; prefer **private endpoints**
- Monitor access and review exceptions regularly","C5-2025: PS-03.02B, OPS-16.01B, IAM-10.01B, IAM-10.02B | CIS-2.0: 3.9 | CIS-2.1: 3.9 | CIS-3.0: 4.8 | CIS-4.0: 10.3.5 | CIS-5.0: 9.3.5 | ENS-RD2022: mp.info.6.r2.az.sa.1 | ISO27001-2022: A.8.3 | MITRE-ATTACK: T1530 | NIS2: 12.2.2.a | PCI-4.0: 10.6.3.35, 11.5.2.5, 11.6.1.5, 12.10.5.5, 7.2.1.27, 7.2.2.27, 7.2.5.21, 7.2.6.5, 7.3.1.21, 7.3.2.21, 7.3.3.21, 8.2.7.21, 8.2.8.23, 8.3.4.21, A3.3.1.8, A3.5.1.8 | ProwlerThreatScore-1.0: 2.2.8",2026-06-27 09:46:44.662891,843e85de-3f5f-4614-967a-9f39f1fe9ba7
,storage_ensure_encryption_with_customer_managed_keys,Azure Storage account uses customer-managed keys (CMKs) for encryption,fail,high,storage,ref3tierst7mog1c,/subscriptions/843e85de-3f5f-4614-967a-9f39f1fe9ba7/resourceGroups/ref3tier-dev-rg/providers/Microsoft.Storage/storageAccounts/ref3tierst7mog1c,centralindia,Storage account ref3tierst7mog1c from subscription Azure subscription 1 (843e85de-3f5f-4614-967a-9f39f1fe9ba7) does not encrypt with CMKs.,"Adopt **CMK** with keys in Key Vault or Managed HSM. Enforce **least privilege** for the storage identity, regular **key rotation**, and **separation of duties** between key custodians and operators. Audit key usage, enable tamper-resistant key protection (soft-delete/purge protection), and plan for **key revocation/crypto-shredding**.","C5-2025: OIS-08.02B, OPS-14.03B, IAM-03.01AS, CRY-05.02B, CRY-06.01B, CRY-19.01B | CCC-v2025.10: CCC.Core.CN02.AR01, CCC.Core.CN11.AR03, CCC.ObjStor.CN01.AR01, CCC.ObjStor.CN01.AR02, CCC.ObjStor.CN01.AR03, CCC.ObjStor.CN01.AR04 | CIS-2.0: 3.12 | CIS-2.1: 3.12 | CIS-3.0: 4.11 | CIS-4.0: 2.1.1.2.1 | CIS-5.0: 2.1.8 | ENS-RD2022: op.exp.10.az.kv.2 | HIPAA: 164_308_a_1_ii_b, 164_308_a_4_ii_a, 164_310_d_1, 164_312_a_2_iv, 164_312_c_1, 164_312_c_2, 164_312_e_2_ii | ISO27001-2022: A.8.5, A.8.11, A.8.24 | MITRE-ATTACK: T1530 | NIS2: 9.2.a, 9.2.c.iv, 12.2.2.a, 12.2.2.b | PCI-4.0: 3.5.1.34, 8.3.2.53 | ProwlerThreatScore-1.0: 4.2.1 | RBI-Cyber-Security-Framework: annex_i_1_3 | SecNumCloud-3.2: 10.1 | SOC2: cc_6_7, cc_7_5, pi_1_4, pi_1_5",2026-06-27 09:46:44.662891,843e85de-3f5f-4614-967a-9f39f1fe9ba7
,storage_ensure_encryption_with_customer_managed_keys,Azure Storage account uses customer-managed keys (CMKs) for encryption,fail,high,storage,tfstatevignesh001,/subscriptions/843e85de-3f5f-4614-967a-9f39f1fe9ba7/resourceGroups/tfstate-rg/providers/Microsoft.Storage/storageAccounts/tfstatevignesh001,centralindia,Storage account tfstatevignesh001 from subscription Azure subscription 1 (843e85de-3f5f-4614-967a-9f39f1fe9ba7) does not encrypt with CMKs.,"Adopt **CMK** with keys in Key Vault or Managed HSM. Enforce **least privilege** for the storage identity, regular **key rotation**, and **separation of duties** between key custodians and operators. Audit key usage, enable tamper-resistant key protection (soft-delete/purge protection), and plan for **key revocation/crypto-shredding**.","C5-2025: OIS-08.02B, OPS-14.03B, IAM-03.01AS, CRY-05.02B, CRY-06.01B, CRY-19.01B | CCC-v2025.10: CCC.Core.CN02.AR01, CCC.Core.CN11.AR03, CCC.ObjStor.CN01.AR01, CCC.ObjStor.CN01.AR02, CCC.ObjStor.CN01.AR03, CCC.ObjStor.CN01.AR04 | CIS-2.0: 3.12 | CIS-2.1: 3.12 | CIS-3.0: 4.11 | CIS-4.0: 2.1.1.2.1 | CIS-5.0: 2.1.8 | ENS-RD2022: op.exp.10.az.kv.2 | HIPAA: 164_308_a_1_ii_b, 164_308_a_4_ii_a, 164_310_d_1, 164_312_a_2_iv, 164_312_c_1, 164_312_c_2, 164_312_e_2_ii | ISO27001-2022: A.8.5, A.8.11, A.8.24 | MITRE-ATTACK: T1530 | NIS2: 9.2.a, 9.2.c.iv, 12.2.2.a, 12.2.2.b | PCI-4.0: 3.5.1.34, 8.3.2.53 | ProwlerThreatScore-1.0: 4.2.1 | RBI-Cyber-Security-Framework: annex_i_1_3 | SecNumCloud-3.2: 10.1 | SOC2: cc_6_7, cc_7_5, pi_1_4, pi_1_5",2026-06-27 09:46:44.662891,843e85de-3f5f-4614-967a-9f39f1fe9ba7
,storage_ensure_file_shares_soft_delete_is_enabled,Storage account has soft delete enabled for file shares,pass,medium,storage,ref3tierst7mog1c,/subscriptions/843e85de-3f5f-4614-967a-9f39f1fe9ba7/resourceGroups/ref3tier-dev-rg/providers/Microsoft.Storage/storageAccounts/ref3tierst7mog1c/fileServices/default,centralindia,File share soft delete is enabled for storage account ref3tierst7mog1c from subscription Azure subscription 1 (843e85de-3f5f-4614-967a-9f39f1fe9ba7) with a retention period of 7 days.,"Enable **soft delete** for all Azure file shares and choose a retention window aligned to `RPO/RTO` and data criticality (e.g., `7-90` days). Apply **least privilege** to delete actions, layer **snapshots/backup** for defense in depth, consider **resource locks**, and monitor delete events for misuse.","C5-2025: PI-03.02B | CCC-v2025.10: CCC.ObjStor.CN04.AR01 | CIS-4.0: 10.1.1 | CIS-5.0: 9.1.1 | HIPAA: 164_308_a_7_i, 164_308_a_7_ii_a | RBI-Cyber-Security-Framework: annex_i_12 | SecNumCloud-3.2: 12.5",2026-06-27 09:46:44.662891,843e85de-3f5f-4614-967a-9f39f1fe9ba7
